text	tag
It's possible I could adapt one of the torpedo guidance systems to the ICBM - so it would 'home' on the saucer when he rises from the Pole.	dialogue
Excuse me, Captain - there may be one last, desperate chance - a one-in-a-thousand shot...	dialogue
Radiation level...constantly rising...	dialogue
Now they feel it...down below.	dialogue
That's wonderful, Carl!  Reef thinks they can clear the Shark bow so we can pull ourself loose!	dialogue
We read you!  Go ahead, Doctor!  They're inside the saucer.  It's filled with breathable air!	dialogue
As ready as we <u>can</u> be!  I'll report to the Skipper.	dialogue
There is.  I believe our friend...Cyclops... is returning to life!	dialogue
There's got to be an explanation!	dialogue
As we near the Pole...	dialogue
What direction does the system indicate?	dialogue
The radiation level - from the saucer - it's rising!	dialogue
If we were lucky enough to catch him with his power depleted....	dialogue
....in such a way as to prevent his returning to it and, as you put it....  ...'recharging his batteries'?	dialogue
The North Pole is the positive end of the biggest magnet of all - the Earth itself!	dialogue
<u>We</u> harness energy on a small scale by cutting magnetic lines of force.  Maybe Cyclops does it on a <u>super</u> scale....	dialogue
We took for granted his source of energy was nuclear.  But suppose it isn't at all - what if it's <u>magnetic</u>?	dialogue
What if the Tiger Shark were to anticipate a bit?  Perhaps be lying there waiting - ?	dialogue
Suppose our theorizing is correct? Then this <u>could</u> be the next danger point!	dialogue
...above Murmansk, and Finland.	dialogue
High-intensity arcs will burn, submerged.  And millions of volts...discharged in random directions...	dialogue
It doesn't seem possible, but - could it be an electrical storm center - ?	dialogue
What's the corrected bearing to the Magnetic Pole?	dialogue
Nothing we can do, now.	dialogue
Straight to the Pole - at almost fifty knots!	dialogue
If we could get inside the saucer - use our torches - maybe we could cut the Shark loose?	dialogue
Suppose there's an atmosphere, of some kind, inside Cyclops?	dialogue
And we're at safe maximum depth already....  Stop engines!	dialogue
It's the screws, Skipper.  At our declination angle, running in reverse, they're pulling the Shark <u>and</u> Cyclops right to the bottom.	dialogue
A hundred and eighty fathoms! We can't be sinking that fast....	dialogue
We can <u>ram</u> him!	dialogue
But - what can we accomplish?	dialogue
What's the running time?	dialogue
You're sure it's Cyclops?	dialogue
After torpedo room:  Report!	dialogue
Determine extent of damage, immediately.	dialogue
I think I should have joined the Air Force!	dialogue
It'll be all right.  We're old friends!	dialogue
'Doctor' Neilsen?  When did <u>that</u> happen?	dialogue
Dr. Neilsen.  He'll be - -	dialogue
I'm - afraid I have some bad news for you, Reef -  You'll have to share quarters, this trip.	dialogue
I met Dr. Kent, once.	dialogue
I did go.  Just back.  Reef, these are a couple of our passengers - Sir Ian Hunt, and Dr. Clifford Kent.  My exec, Commander Richard Holloway.	dialogue
Thought you were going to Washington, Skipper.	dialogue
<u>That</u> might be a <u>little</u> <u>rough</u>!	dialogue
To navigate, won't you have to... see your way?	dialogue
Of course.  But it is time to be- gin the return voyage --	dialogue
That's why no water leaked inside when we rammed you?	dialogue
It is a living thing.  When damaged - you would say 'wounded' - it immediately 'heals' itself.	dialogue
I have selected you, to return with me - along with several other specimens, for study.  We will examine you and the others, discover desirable features to incorporate in our 'earth-colonizers.'	dialogue
On the contrary.  I want you - unharmed - perfect.	dialogue
Why not me?  What am I - the closing act?	dialogue
I am afraid not.  Therefore -	dialogue
Your friend was to remain where he was!	dialogue
- for horrors like yourself?	dialogue
My mission is to study various solar systems, and planets - select the most suitable for colonization -	dialogue
Tell me something:  Why can <u>I</u> hear you, when the others couldn't?	dialogue
Point of view is everything. To us, <u>your</u> form of life is ugly as we appear to you.	dialogue
That's a <u>face</u>???	dialogue
Remove your weapons, Commander. And come here - alone!	dialogue
All right - go to it.	dialogue
Cyclops will have to linger at the Pole to recharge his power banks.	dialogue
Due north.  At five knots...no, six!	dialogue
But <u>answers</u> are what we need - not more questions!	dialogue
We've asked ourselves that - over and over - a thousand times.	dialogue
Or, perhaps, until he gets us?	dialogue
You plotted the course of Cyclops?  Then that's <u>our</u> course!  Wherever <u>he</u> goes, <u>we</u> go.....until we get him!	dialogue
Our 'Cyclops' throws quite a thunderbolt, itself!	dialogue
Just musing about our 'one-eyed adversary' and the legend of Homer.  'Cyclopes' were the Sons of Heaven, who forged the thunder- bolts thrown by Zeus.	dialogue
The pattern.  Each incident occurred almost precisely a thousand statute miles from the Pole.  A line through the points of occurrence makes almost a complete circle...	dialogue
My yeoman will show you to your quarters.	dialogue
All the figures show is that Gordon LaRiviere is going to be a very rich man using his position as Selectman. In a year or two, you won't recognize this town.	dialogue
He musta found out. They had to get rid of him. And Jack'll get blamed.	dialogue
I went down to Concord to check it out. The president is Mel Gordon. The vice-president and treasurer is Gordon LaRiviere. Those boys are buying up the mountain, Wade. $364,000 this year. I believe that's out of LaRiviere's league.	dialogue
What is the Northcountry Development Association?	dialogue
This is from three years ago. Some difference, huh?	dialogue
As a mater of fact, yes. LaRiviere.	dialogue
Has anybody offered to buy it?	dialogue
I know he's due for the last two years. I was thinking of paying it when the insurance comes in.	dialogue
About Jack? No. Have you checked out the tax bill on your father's farm lately?	dialogue
You don't believe me?	dialogue
Sometimes things are simpler than you think. Let me ask you a question.	dialogue
...if Jack told the truth, he could be free by the time he's my age.	dialogue
You know Jack Hewitt, the kid I work with?	dialogue
Evan Twombley, the union boss who got shot. Somebody murdered him.	dialogue
This is maybe worse than you and I are used to.  What I'm talking about, I'm talking about murder. Among other things.	dialogue
Alma, I think there's some dirty business going on in this town.	dialogue
Well, you look... sad. Upset. I don't mean to pry. I'm sorry about your mother. It was a nice funeral.	dialogue
Yeah, sure. Why? I got this damned tooth, I got a few things bugging me, like everybody else. But I'm okay.	dialogue
Are you alright, Wade?	dialogue
Been putting my files into it. You take sugar and milk?	dialogue
You got yourself a computer, Alma.	dialogue
He's a Selectman. The town. He said to tell you to turn your badge in and clean out your office. I'm supposed to pull the CB and police light out of your car. They're town property.	dialogue
He can't fire me. LaRiviere already did that this morning.	dialogue
Chub says you're fired.	dialogue
LaRiviere says he ain't gonna pay for the fixin' of your car. A couple hundred for the clutch. I got some more bad news. Wanna hear it?	dialogue
Yeah. I know about that.	dialogue
-- the bad news is there's a problem with Gordon's truck what somebody drove through the ice last night. Figured you'd know something about that, Wade.	dialogue
Just tell me when you'll have it fixed.	dialogue
The good news is we haven't got to your car yet. The bad news --	dialogue
What are you boys up to?	dialogue
Yeah. I know. The custody suit thing was just my getting back at her. I'm not as dumb as I look. Whatever you say. I love my daughter.  I'll send you the five hundred.	dialogue
You might be better off legally as well as financially to just go for the --	dialogue
Hard to say. If we go for custody, depositions, psychiatric evaluations, it could drag on. Ten or twelve thousand dollars. She could win on appeal. If we just want to get the visitation rights redrawn, assuming they're unduly restrictive, it wouldn't be more than twenty-five hundred.	dialogue
Jesus. How much... how much will the whole thing cost?	dialogue
Fine. I'll need a $500 retainer. You can mail it.	dialogue
No, not exactly. I'll look at the divorce decree, see if we can get it redrawn. Interview your daughter. Jill, right?	dialogue
It looks pretty hopeless, don't it?	dialogue
Good. It would help if there were some drug or alcohol abuse on the part of your ex-wife. Sexual problems upsetting to the child.	dialogue
